pickup_time,trip_distance,fare,duration_min,speed_mph,ghost_reason
2025-03-01T00:52:31.000000,0.0,35.0,0.48333333333333334,0.0,"Teleporter (<1min, >$20)"
2025-03-01T01:46:24.000000,0.07,30.0,0.06666666666666667,57.79816513761468,"Teleporter (<1min, >$20)"
2025-03-01T02:44:32.000000,0.0,20.0,0.03333333333333333,0.0,"Stationary Ride (0mi, >$0)"
2025-03-01T02:30:12.000000,0.0,3.0,0.03333333333333333,0.0,"Stationary Ride (0mi, >$0)"
2025-03-01T02:56:36.000000,0.0,17.7,0.016666666666666666,0.0,"Stationary Ride (0mi, >$0)"
2025-03-01T02:22:12.000000,0.0,20.0,0.06666666666666667,0.0,"Stationary Ride (0mi, >$0)"
2025-03-01T02:51:33.000000,0.0,10.0,0.08333333333333333,0.0,"Stationary Ride (0mi, >$0)"
2025-03-01T03:05:41.000000,0.03,29.0,0.03333333333333333,45.762711864406775,"Teleporter (<1min, >$20)"
2025-03-01T03:56:59.000000,0.0,65.0,0.15,0.0,"Teleporter (<1min, >$20)"
2025-03-01T04:00:56.000000,0.0,80.0,0.25,0.0,"Teleporter (<1min, >$20)"
2025-03-01T06:28:44.000000,0.14,25.0,0.06666666666666667,115.59633027522936,Impossible Physics (>65mph)
2025-03-01T06:37:33.000000,0.0,12.1,13.9,0.0,"Stationary Ride (0mi, >$0)"
2025-03-01T08:46:49.000000,0.0,19.5,16.933333333333334,0.0,"Stationary Ride (0mi, >$0)"
2025-03-01T09:33:48.000000,0.0,10.5,0.48333333333333334,0.0,"Stationary Ride (0mi, >$0)"
2025-03-01T09:32:34.000000,0.0,20.5,20.666666666666668,0.0,"Stationary Ride (0mi, >$0)"
2025-03-01T11:09:24.000000,0.0,14.44,0.03333333333333333,0.0,"Stationary Ride (0mi, >$0)"
2025-03-01T11:58:17.000000,0.0,3.0,0.55,0.0,"Stationary Ride (0mi, >$0)"
2025-03-01T11:36:33.000000,0.0,11.0,3.3666666666666667,0.0,"Stationary Ride (0mi, >$0)"
2025-03-01T11:41:24.000000,0.0,9.99,0.03333333333333333,0.0,"Stationary Ride (0mi, >$0)"
2025-03-01T11:00:28.000000,0.0,17.5,10.016666666666666,0.0,"Stationary Ride (0mi, >$0)"
2025-03-01T11:36:26.000000,0.0,21.5,20.466666666666665,0.0,"Stationary Ride (0mi, >$0)"
