pickup_time,trip_distance,fare,duration_min,speed_mph,ghost_reason
2024-03-01T00:02:00.000000000,0.0,22.5,21.75,0.0,"Stationary Ride (0mi, >$0)"
2024-03-01T00:16:40.000000000,0.0,50.0,0.08333333333333333,0.0,"Teleporter (<1min, >$20)"
2024-03-01T00:57:52.000000000,0.0,200.0,0.45,0.0,"Teleporter (<1min, >$20)"
2024-03-01T00:58:05.000000000,0.0,9.0,0.03333333333333333,0.0,"Stationary Ride (0mi, >$0)"
2024-03-01T00:22:34.000000000,0.0,14.0,0.06666666666666667,0.0,"Stationary Ride (0mi, >$0)"
2024-03-01T01:07:20.000000000,0.26,10.0,0.11666666666666667,127.17391304347828,Impossible Physics (>65mph)
2024-03-01T01:09:50.000000000,0.0,7.9,7.85,0.0,"Stationary Ride (0mi, >$0)"
2024-03-01T01:51:00.000000000,0.0,13.5,15.683333333333334,0.0,"Stationary Ride (0mi, >$0)"
2024-03-01T01:58:53.000000000,0.0,10.0,0.016666666666666666,0.0,"Stationary Ride (0mi, >$0)"
2024-03-01T02:15:07.000000000,0.0,65.0,0.15,0.0,"Teleporter (<1min, >$20)"
2024-03-01T02:10:46.000000000,0.0,15.0,2.216666666666667,0.0,"Stationary Ride (0mi, >$0)"
2024-03-01T03:56:12.000000000,0.0,9.0,0.1,0.0,"Stationary Ride (0mi, >$0)"
2024-03-01T04:44:21.000000000,0.0,123.0,0.06666666666666667,0.0,"Teleporter (<1min, >$20)"
2024-03-01T04:52:43.000000000,0.0,30.0,0.03333333333333333,0.0,"Teleporter (<1min, >$20)"
2024-03-01T05:02:06.000000000,0.0,39.5,29.5,0.0,"Stationary Ride (0mi, >$0)"
2024-03-01T05:47:30.000000000,0.0,39.5,30.766666666666666,0.0,"Stationary Ride (0mi, >$0)"
2024-03-01T06:57:37.000000000,0.0,17.5,10.083333333333334,0.0,"Stationary Ride (0mi, >$0)"
2024-03-01T06:46:47.000000000,0.0,30.4,0.05,0.0,"Teleporter (<1min, >$20)"
2024-03-01T07:00:43.000000000,0.0,3.0,0.2,0.0,"Stationary Ride (0mi, >$0)"
2024-03-01T06:35:49.000000000,0.0,17.0,20.916666666666668,0.0,"Stationary Ride (0mi, >$0)"
2024-03-01T07:38:08.000000000,0.0,23.0,0.15,0.0,"Teleporter (<1min, >$20)"
2024-03-01T07:35:06.000000000,0.0,40.5,35.78333333333333,0.0,"Stationary Ride (0mi, >$0)"
2024-03-01T08:57:55.000000000,0.0,10.0,0.06666666666666667,0.0,"Stationary Ride (0mi, >$0)"
2024-03-01T08:30:33.000000000,0.0,16.5,11.516666666666666,0.0,"Stationary Ride (0mi, >$0)"
2024-03-01T08:33:49.000000000,0.0,15.5,12.483333333333333,0.0,"Stationary Ride (0mi, >$0)"
